LocusTag,Gene,Length,description,pI,mw,proteinLength,function,product,essential,ec,names,,,
BSU30160,ytcQ,1467,polygalacturonan and rhamnogalacturonan [SW|ABC transporter] (solute-binding lipoprotein),4.96,55.1384,489,uptake of polygalacturonan and rhamnogalacturonan,polygalacturonan and rhamnogalacturonan [SW|ABC transporter] (solute-binding lipoprotein),no,,ytcQ,,,
BSU38450,dtrR,513,D-Tyr resistance regulator (MarR family),8.76,19.495,171,resistance to D-Tyr,transcription factor (MarR family),no,,"dtrR,ywaE, ipa-10r",,,
new_3998237_3998480_c,S1498,244,"new RNA feature, independent transcript
",,,,,independent transcript,,,S1498,,,
BSU38080,ywcI,300,unknown,11.11,11.626,100,unknown,unknown,no,,"ywcI,ipa-46d",,,
new_1401697_1401771,S478,75,"new RNA feature, 5'UTR of ykoS
",,,,,5'UTR of ykoS,,,S478,,,
BSU_tRNA_74,trnSL-Gln2,,,,,,translation,transfer RNA-Gln,no,,trnSL-Gln2,,,
BSU10260,yhfK,642,unknown,5.18,22.6126,214,unknown,unknown,no,,yhfK,,,
new_2307814_2307904,S828,91,"new RNA feature, 5'UTR of cspD
",,,,,5'UTR of cspD,,,S828,,,
BSU16920,pgsA,579,phosphatidylglycerophosphate synthase,5.16,21.1612,193,biosynthesis of phospholipids,phosphatidylglycerophosphate synthase,yes,2.7.8.5,"pgsA,ymfN",,,
BSU12030,yjdF,480,unknown,10.56,18.6791,160,unknown,unknown,no,,yjdF,,,
BSU06980,rhiF,927,[SW|ABC transporter] (membrane protein) for rhamnose oligosaccharides,9.47,34.4606,309,uptake of rhamnose oligosaccharides,rhamnose oligosaccharide [SW|ABC transporter],no,,"rhiF,yesP",,,
new_1550794_1551384,S540,591,"new RNA feature, intergenic region
",,,,,intergenic region,,,S540,,,
BSU03330,nasA,1263,nitrate transporter,10.49,45.9066,421,nitrate uptake,nitrate transporter,no,,nasA,,,
new_2456809_2456888_c,S893,80,"new RNA feature, 5'UTR of ansA
",,,,,5'UTR of ansA,,,S893,,,
BSU02380,ybgB,273,putative immunity protein,8.47,10.1351,91,unknown,unknown,no,,ybgB,,,
BSU07330,yfnB,705,putative [SW|HAD superfamily] phosphatase,4.63,27.2321,235,unknown,unknown,no,,yfnB,,,
new_2432916_2433315_c,S884,400,"new RNA feature, intergenic region
",,,,,intergenic region,,,S884,,,
BSU09660,yheN,846,putative polysaccharide deacetylase,8.61,31.578,282,unknown,unknown,no,,yheN,,,
BSU14650,yktB,636,unknown,6.43,24.4691,212,unknown,unknown,no,,yktB,,,
BSU04980,yddI,504,unknown,5.94,18.8606,168,unknown,unknown,no,,yddI,,,
BSU06770,yeeB,1794,unknown,5.28,67.7871,598,unknown,unknown,no,,yeeB,,,
BSU25490,hrcA,1029,transcriptional repressor of class I heat-shock genes,6.08,38.8713,343,regulation of chaperone gene expression,transcriptional repressor,no,,"hrcA,yqxE,yqeS",,,
BSU04660,ndoA,348,"RNase EndoA, MazF family toxin, UACAU-specific mRNA interferase",4.89,12.8387,116,unknown,mRNA interferase,no,,"ndoA,ydcE, mazF",,,
BSU16320,fliY,1134,flagellar C ring protein,4.12,40.8935,378,movement and chemotaxis,flagellar C ring protein,no,,"fliY,cheD",,,
BSU32450,pucL,1482,"uricase, urate oxidase",5.48,56.3905,494,purine utilization,uricase,no,1.7.3.3,"pucL,yunL",,,
BSU06150,gutB,1059,D-sorbitol dehydrogenase,5.21,38.2331,353,glucitol utilization,D-sorbitol dehydrogenase,no,1.1.1.14,gutB,,,
BSU26470,yrkL,522,similar to NAD(P)H oxidoreductase,5.36,19.949,174,unknown,unknown,no,,yrkL,,,
BSU34990,lgt,807,prolipoprotein diacylglyceryl transferase,8.96,30.4685,269,lipomodification of lipoproteins,prolipoprotein diacylglyceryl transferase,no,2.4.99.-,"lgt,gerF,yvoC",,,
BSU07810,treA,1683,phospho-alpha-glucosidase,4.89,65.0092,561,trehalose utilization,phospho-alpha-glucosidase,no,3.2.1.93,"treA,treC",,,
BSU14960,ylbC,1038,unknown,7.37,39.4752,346,unknown,unknown,no,,ylbC,,,
BSU32330,lipA,894,"lipoyl synthase, trigger enzyme",8.25,33.7664,298,synthesis of lipoic acid,"lipoyl synthase,trigger enzyme",no,2.8.1.8,"lipA,yutB",,,
BSU08090,acoL,1374,acetoin dehydrogenase E3 component (dihydrolipoamide dehydrogenase),5.27,48.6889,458,acetoin utilization,acetoin dehydrogenase E3 component (dihydrolipoamide dehydrogenase),no,1.8.1.4,"acoL,yfjH",,,
BSU16330,cheY,360,"two-component response regulator, modulation of flagellar switch bias",4.75,13.1689,120,modulation of flagellar switch bias,two-component response regulator,no,,"cheY,cheB",,,
new_3996731_3996828,S1497,98,"new RNA feature, 5'UTR of yxjJ
",,,,,5'UTR of yxjJ,,,S1497,,,
BSU01380,map,744,methionine aminopeptidase,6.39,27.2605,248,removal of N-terminal methionine from nascent proteins,methionine aminopeptidase,no,3.4.11.18,"map,mapA",,,
BSU14600,pdhC,1326,pyruvate dehydrogenase (dihydrolipoamide acetyltransferase E2 subunit),4.86,47.3758,442,links glycolysis and TCA cycle,pyruvate dehydrogenase (dihydrolipoamide acetyltransferase E2 subunit),no,2.3.1.12,pdhC,,,
BSU24120,mmgF,903,methylisocitrate lyase,5.28,32.9429,301,mother cell metabolism,methylisocitrate lyase,no,4.1.3.30,"mmgF,yqiQ,prpB",,,
BSU12270,yjlB,495,unknown,7.45,18.1933,165,unknown,unknown,no,,yjlB,,,
BSU27500,trmU,1122,"tRNA (5-methylaminomethyl-2-thiouridylate) methyltransferase, involved in 2-thiouridine (s2U) modification of the wobble position in glutamate, glutamine and lysine tRNA molecules",4.73,42.2048,374,tRNA modification,tRNA (5-methylaminomethyl-2-thiouridylate) methyltransferase,yes,2.8.1.-,"trmU,yrrA, mnmA",,,
BSU14430,ykpA,1620,ABC transporter (ATP-binding protein),4.98,60.8832,540,unknown,ABC transporter (ATP-binding protein),no,,ykpA,,,
BSU10550,ntdA,1323,pyridoxal phosphate-dependent 3-oxo-glucose-6-phosphate:glutamate aminotransferase,5.97,49.9774,441,synthesis of the antibiotic kanosamine,pyridoxal phosphate-dependent,no,,"ntdA,yhjL",,,
BSU09600,yhdU,354,similar to flouride channel,9.85,12.3082,118,export of flouride,putative flouride channel,no,,"yhdU,crcBA",,,
BSU36190,ywqJ,1806,putative toxin,5.91,66.5134,602,unknown,putative toxin,no,,ywqJ,,,
new_1744182_1744236,S597,55,"new RNA feature, 3'UTR of ymxH
",,,,,3'UTR of ymxH,,,S597,,,
BSU04990,yddJ,378,unknown,4.52,14.5369,126,unknown,unknown,no,,yddJ,,,
new_1289139_1289257,S446,119,"new RNA feature, intergenic region
",,,,,intergenic region,,,S446,,,
BSU38540,dltE,756,"D-alanine transfer from undecaprenol-phosphate to the poly(glycerophosphate) chain, alanylation of teichoic acid provides some resistance against positively charged antimicrobial peptides",5.09,28.118,252,biosynthesis of teichoic acid,D-alanine transfer from undecaprenol-phosphate to the poly(glycerophosphate) chain,no,,"dltE,ipa-1r",,,
BSU13070,bstF,525,bacillithiol S-transferase,6.65,20.3498,175,unknown,bacillithiol S-transferase,no,,"bstF,ykkA",,,
BSU12619,ykzL,381,unknown PBSX prophage protein,4,14,127,unknown,unknown,-,,ykzL,,,
BSU23510,ripX,888,"site-specific integrase/recombinase, partitioning of the terminus region after replication",10,33.8422,296,chromosome partitioning,site-specific integrase/recombinase,no,,"ripX,ykqM",,,
new_257545_257726,S90,182,"new RNA feature, 5'UTR of ybgA
",,,,,5'UTR of ybgA,,,S90,,,
BSU11430,oppA,1635,oligopeptide ABC transporter (binding protein),5.72,61.3181,545,"initiation of sporulation, competence development",oligopeptide ABC transporter (binding protein),no,,"oppA,spo0KA",,,
BSU23650,yqkC,237,unknown,4.58,9.149,79,unknown,unknown,no,,yqkC,,,
BSU05940,tsaD,1038,"required for threonyl carbamoyl adenosine (t6A) modification of tRNAs that pair with ANN codons in mRNA (together with TsaC), universally conserved protein",5.02,36.6858,346,tRNA modification,tRNA modification enzyme,yes,2.3.1.234,"tsaD,ydiE,gcp",,,
new_3823159_3823531_c,S1447,373,"new RNA feature, 3'UTR of narI
",,,,,3'UTR of narI,,,S1447,,,
BSU24450,efp,555,"elongation factor P, important for the [[category|Translation]] of proteins containing three or more consecutive proline residues",4.84,20.3091,185,[[category|Translation]],elongation factor P,no,,"efp,yqhU,yqgF",,,
BSU38620,aag,588,"hypoxanthine-DNA glycosylase, general stress protein, required for protection against paraquat stress",6.12,21.9777,196,"DNA repair, survival of stress conditions",hypoxanthine-DNA glycosylase,no,,"aag,yxlJ",,,
BSU19630,deoD,699,purine nucleoside phosphorylase,4.98,25.2293,233,purine salvage and interconversion,purine nucleoside phosphorylase,no,2.4.2.1,deoD,,,
BSU14700,nprE,1563,extracellular neutral protease B,7.48,56.3527,521,degradation of proteins,extracellular neutral protease B,no,,nprE,,,
BSU26960,yraF,366,"forespore-specific sporulation protein, similar to spore coat protein",5.14,13.865,122,unknown,unknown,no,,yraF,,,
BSU20810,yopP,1074,unknown,9.25,41.4379,358,unknown,unknown,no,,yopP,,,
BSU25470,dnaK,1833,class I heat-shock protein (molecular chaperone),4.57,65.8258,611,protein quality control,class I heat-shock protein (molecular chaperone),no,,dnaK,,,
BSU40010,yxaD,429,similar to transcriptional regulator ([SW|MarR family]),6.76,16.7011,143,unknown,unknown,no,,yxaD,,,
BSU06350,yebA,1965,unknown,8.96,75.1814,655,unknown,unknown,no,,yebA,,,
BSU28330,ysnE,453,similar to acetyltransferase,5.76,16.9096,151,unknown,unknown,no,,ysnE,,,
BSU20100,yosJ,192,unknown,5.5,7.683,64,unknown,unknown,no,,yosJ,,,
new_3346117_3347050_c,S1254,934,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1254,,,
new_1921866_1922524_c,S661,659,"new RNA feature, independent transcript
",,,,,independent transcript,,,S661,,,
BSU28540,fadB,774,3-hydroxyacyl-CoA dehydratase,4.95,27.4035,258,fatty acid degradation,3-hydroxyacyl-CoA dehydratase,no,4.2.1.17,"fadB,ysiB",,,
new_4053373_4053453_c,S1519,81,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1519,,,
BSU04070,ycsI,789,unknown,6.41,28.6803,263,unknown,unknown,no,,ycsI,,,
BSU38860,galE,1017,UDP glucose 4-epimerase,4.78,36.8523,339,galactose utilization,UDP glucose 4-epimerase,no,5.1.3.2,galE,,,
BSU27250,mccB,1137,cystathionine lyase/  homocysteine gamma-lyase,5.22,40.7264,379,methionine-to-cysteine conversion,cystathionine lyase/  homocysteine gamma-lyase,no,4.4.1.1,"mccB,yrhB",,,
BSU29840,ytpP,321,similar to thioredoxin H1,4.3,12.6077,107,unknown,unknown,no,,ytpP,,,
BSU20570,yoqN,216,unknown,8.6,8.2453,72,unknown,unknown,no,,yoqN,,,
BSU04190,ydaD,858,"general stress protein, similar to alcohol dehydrogenase",4.78,30.9299,286,unknown,unknown,no,,ydaD,,,
BSU32440,pucK,1290,uric acid permease,8.35,44.7001,430,purine utilization,uric acid permease,no,,"pucK,yunK",,,
BSU15380,ylmE,690,enzyme involved in controlling the availability of coenzyme A,5.55,25.5554,230,control of the CoA pool,unknown,no,,ylmE,,,
BSU25770,spoIVCA,1500,site-specific DNA recombinase required for creating the sigK gene (excision of the skin element),9.5,57.3127,500,"excision of the skin element, creation of the sigK gene",site-specific DNA recombinase,no,,"spoIVCA,cisA",,,
BSU30440,ytrC,984,"[SW|ABC transporter] (hydrophobic protein, probably channel protein)",7.74,36.7965,328,unknown,"[SW|ABC transporter] (hydrophobic protein, probably channel protein)",no,,ytrC,,,
BSU12650,xkdK,1392,PBSX prophage,4.55,49.9344,464,unknown,unknown,no,,xkdK,,,
BSU00290,darA,327,c-di-AMP-binding PII-like protein,6.09,11.8279,109,unknown,c-di-AMP-binding PII-like protein,,,"darA,yaaQ",,,
BSU23402,spoVAEB,348,"spore germinant protein, essential for the transport of the 1:1 chelate of pyridine-2,6-dicarboxylic acid (DPA(2,6)) and Ca(2+)",6.25,12,116,spore germination,spore germinant protein,no,,spoVAEB,,,
BSU22869,ypzI,135,unknown,9.99,5.2,45,unknown,unknown,-,,ypzI,,,
new_1943983_1944112_c,S676,130,"new RNA feature, intergenic region
",,,,,intergenic region,,,S676,,,
BSU06074,ydzW/2,126,"putative phosphomannomutase, internal part of YdzW",,,42,unknown,unknown,-,,ydzW/2,,,
BSU16299,swrD,213,"swarming protein, increases flagellar power via the flagellar stators [[protein|MotA]] and [[protein|MotB]]",4,8,71,swarming,swarming protein,-,,"swrD,ylzI",,,
BSU09420,lytE,1029,"cell wall hydrolase (major autolysin) for cell elongation and separation, D,L-endopeptidase-type autolysin",10.71,37.1632,343,"major autolysin, cell elongation and separation","cell wall hydrolase (major autolysin),endopeptidase-type autolysin",no,3.4.-.-,"lytE,papQ,cwlF",,,
BSU07080,yesZ,1989,"beta-galactosidase, has transgalactosylation activity",5.5,73.9172,663,unknown,beta-galactosidase,no,3.2.1.23,yesZ,,,
BSU06280,ydjP,813,similar to chloroperoxydase,4.62,30.3582,271,unknown,unknown,no,,ydjP,,,
new_3261938_3262008_c,S1219,71,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1219,,,
BSU18899,yozX,222,unknown,10.161,9,74,unknown,unknown,-,,yozX,,,
new_2340762_2341218_c,S845,457,"new RNA feature, 5'UTR of yppC
",,,,,5'UTR of yppC,,,S845,,,
new_2377495_2377626_c,S857,132,"new RNA feature, independent transcript
",,,,,independent transcript,,,S857,,,
BSU11360,appD,984,oligopeptide [SW|ABC transporter ](ATP-binding protein),5.39,36.155,328,uptake of oligopeptides,oligopeptide [SW|ABC transporter ](ATP-binding protein)),no,,appD,,,
BSU_tRNA_2,trnY-Asp,,,,,,translation,transfer RNA-Asp,no,,trnY-Asp,,,
BSU18400,yoeD,228,unknown,4.09,8.8532,76,unknown,unknown,no,,yoeD,,,
BSU05680,ydgK,1206,similar to bicyclomycin resistance protein,10.09,42.5213,402,unknown,unknown,no,,ydgK,,,
BSU36550,spoIIQ,849,"component of the SpoIIIAH-SpoIIQ type III secretion system residing in the forespore membrane, required for anchoring of proteins on both sides of the sporulation septum, required for localization and stability of SpoIIE",4.47,30.9606,283,forespore encasement by the spore coat,part of the transmembrane channel linking the mother cell and the forespore,no,,"spoIIQ,ywnI",,,
new_2866605_2866663_c,S1060,59,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1060,,,
BSU08310,lnrL,933,"similar to [SW|ABC transporter] (ATP-binding protein), involved in resistance to linearmycin",6.5,33.954,311,resistance to linearmycin,[SW|ABC transporter] (ATP-binding protein),no,,yfiL,,,
new_2574324_2574407_c,S934,84,"new RNA feature, intergenic region
",,,,,intergenic region,,,S934,,,
new_3847279_3847347,S1451,69,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1451,,,
BSU36780,ywzB,228,unknown,9.57,8.3231,76,unknown,unknown,no,,ywzB,,,
BSU13550,mtnA,1059,5-methylthioribose-1-phosphate isomerase,5,38.7026,353,methionine salvage,5-methylthioribose-1-phosphate isomerase,no,5.3.1.23,"mtnA,ykrS, mtnS",,,
new_2212521_2213082_c,S788,562,"new RNA feature, intergenic region
",,,,,intergenic region,,,S788,,,
BSU14820,ylaL,483,unknown,5.23,17.7526,161,unknown,unknown,no,,ylaL,,,
BSU11040,yitM,582,unknown,4.77,21.3195,194,unknown,unknown,no,,yitM,,,
new_2778574_2778790_c,S1024,217,"new RNA feature, independent transcript",,,,,independent transcript,,,S1024,,,
BSU11520,mecA,654,"buffering protein for development, dampens transitions to spore, biofilm exopolysaccharide and competence expression , targets [[protein|ComK ]]and [[protein|ComS ]]to the [[protein|ClpC]]-[[protein|ClpP ]]degradation machine (in log phase), inhibits the transcriptional activity of [[protein|Spo0A]]-P by direct interaction",4.21,25.6155,218,"control of [[protein|ComK ]]degradation, regulation of competence",adaptor protein,no,,mecA,,,
BSU19280,yocN,231,similar to permease,3.98,8.1238,77,unknown,unknown,no,,yocN,,,
new_3666508_3667599,S1363,1092,"new RNA feature, 3'UTR of gtaB
",,,,,3'UTR of gtaB,,,S1363,,,
BSU28140,hemD,786,uroporphyrinogen-III synthase,5.09,28.9633,262,heme biosynthesis,uroporphyrinogen-III synthase,no,4.2.1.75,hemD,,,
BSU_tRNA_17,trnJ-Leu2,,,,,,translation,transfer RNA-Leu,no,,trnJ-Leu2,,,
BSU11320,yjzB,237,spore coat protein,4.31,8.9257,79,protection of the spore,spore coat protein,no,,yjzB,,,
new_2518877_2519029_c,S914,153,"new RNA feature, 5'UTR of spo0A
",,,,,5'UTR of spo0A,,,S914,,,
BSU04960,conG,2445,part of the ICEBs1 conjugation machinery,6.29,90.4152,815,conjugative transfer of ICEBs1,part of the ICEBs1 conjugation machinery,no,,"conG,yddG",,,
BSU35800,gerBA,1446,"nutrient receptor, germination response to the combination of glucose, fructose, and KCl",7.3,53.6248,482,"germination response to the combination of glucose, fructose, and KCl",nutrient receptor,no,,gerBA,,,
BSU25260,glyS,2037,glycyl-tRNA synthetase (beta subunit),4.97,76.0509,679,translation,glycyl-tRNA synthetase (beta subunit),yes,6.1.1.14,"glyS,yqfK",,,
BSU13610,mtnB,627,methylthioribulose-1-phosphate dehydratase,5.69,23.3419,209,methionine salvage,methylthioribulose-1-phosphate dehydratase,no,4.2.1.109,"mtnB,ykrY",,,
BSU14569,ykzV,156,unknown,7.57,5.3,52,unknown,unknown,-,,ykzV,,,
BSU24460,papA,1059,Xaa-Pro amino-peptidase,4.83,37.963,353,degradation of proline-containing peptides,Xaa-Pro amino-peptidase,no,3.4.11.9,"papA,yqhT",,,
new_1569427_1569518,S549,92,"new RNA feature, 5'UTR of ylbH
",,,,,5'UTR of ylbH,,,S549,,,
new_3790498_3790582_c,S1428,85,"new RNA feature, intergenic region
",,,,,intergenic region,,,S1428,,,
BSU34460,levB,1548,endolevanase,4.99,58.8084,516,levan degradation,endolevanase,no,3.2.1.64,"levB,yveB",,,
BSU40690,yybC,477,unknown,9.75,17.4262,159,unknown,unknown,no,,yybC,,,
BSU22520,ypjB,792,unknown,5.17,30.4263,264,unknown,unknown,no,,ypjB,,,
new_9529_9614,S7,86,"new RNA feature, 5' of rrnO-16S
",,,,,5' of rrnO-16S,,,S7,,,
BSU25289,yqzL,141,unknown,4.127,5.7,47,unknown,unknown,-,,yqzL,,,
BSU07320,yfnC,1227,similar to fosmidmycin resistance protein,9.8,43.3281,409,unknown,unknown,no,,yfnC,,,
BSU_rRNA_12,rrnE-23S,,23S rRNA,,,,translation,ribosomal RNA-23S,no,,rrnE-23S,,,
BSU22480,mgsA,411,methylglyoxal synthase,4.92,14.9874,137,bypass of glycolysis,methylglyoxal synthase,no,4.2.3.3,"mgsA,ypjF,jojF",,,
BSU00300,yaaR,438,unknown,9.72,16.5758,146,unknown,unknown,no,,yaaR,,,
BSU26600,bltD,456,spermidine/ spermine acetyltransferase,6.09,17.6958,152,spermidine degradation,spermidine/ spermine acetyltransferase,no,2.3.1.57,"bltD,bmr2D,bmtD",,,
BSU21040,yonO,2517,SPβ DNA-dependent RNA polymerase,9.06,97.7825,839,transcription of late SPβ genes,SPβ RNA polymerase,no,,yonO,,,
new_3906104_3907171,S1466,1068,"new RNA feature, 3'UTR of ywcJ
",,,,,3'UTR of ywcJ,,,S1466,,,
BSU04840,ydcO,258,unknown,4.81,10.0164,86,unknown,unknown,no,,ydcO,,,
BSU22900,ypfB,174,unknown,7.26,6.9181,58,unknown,unknown,no,,"ypfB,jofB",,,
BSU09340,yhdA,522,similar to NADPH-dependent azobenzene FMN reductase,6.51,18.7601,174,unknown,unknown,no,,yhdA,,,
new_2730921_2731106_c,S1002,186,"new RNA feature, 3'UTR of cypA
",,,,,3'UTR of cypA,,,S1002,,,
BSU_misc_RNA_28,BSU_misc_RNA_28,,,,,,,,,,BSU_misc_RNA_28,,,
BSU16480,swrB,501,"control of SigD activity, required for full SigD activity, activates the flagellar type III secretion export apparatus by the membrane protein FliP",4.42,18.9756,167,control of SigD activity,unknown,no,,"swrB ,ylxL",,,
BSU13280,ykoJ,510,unknown,4.09,18.8102,170,unknown,unknown,no,,ykoJ,,,
BSU02560,ycbM,474,two-component sensor kinase,9.75,17.8508,158,unknown,two-component sensor kinase,no,,ycbM,,,
BSU02520,ycbJ,918,similar to macrolide 2-phosphotransferase,4.57,34.327,306,unknown,unknown,no,,ycbJ,,,
BSU13830,ykvU,1335,"spore cortex  membrane protein, required for germination at high pressure",9.55,49.2352,445,germination at high pressure,spore cortex  membrane protein,no,,ykvU,,,
BSU08460,yfhA,1029,"[SW|ABC transporter] for the siderophore schizokinen and arthrobactin (permease), works with  ATPase [[protein|YusV]]",10.26,35.7995,343,[SW|acquisition of iron],[SW|ABC transporter] for the siderophore schizokinen and arthrobactin (permease),no,,yfhA,,,
BSU16020,rimM,522,"16S rRNA processing protein, RNase",5.22,20.0589,174,maturation of 16S rRNA,"16S rRNA processing protein, RNase",no,,"rimM,ylqE",,,
new_3028207_3028296,S1124,90,"new RNA feature, 5'UTR of braB
",,,,,5'UTR of braB,,,S1124,,,
BSU38490,menA,933,"probable 1,4-dihydroxy-2-naphthoate octaprenyltransferase",9.32,33.6846,311,biosynthesis of menaquinone,"probable 1,4-dihydroxy-2-naphthoate octaprenyltransferase",yes,2.5.1.74,"menA,ywaB,ipa-6d",,,
BSU36140,ywqO,219,unknown,10.06,7.8923,73,unknown,unknown,no,,ywqO,,,
